complaint_id,victim_city,amount,amount_band,victim_bank,fraud_type,transaction_count,mule_bank,complaint_hour,complaint_delay_hours,day_of_week,withdrawal_cluster_id
CMP02334,Ahmedabad,150832.87,2,Yes Bank,IMPERSONATION,2,SBI,6,22,0,5
CMP02335,Kolkata,41588.72,1,Kotak Mahindra,TECH_SUPPORT_SCAM,2,SBI,17,19,6,14
CMP02336,Bengaluru,106631.36,2,Kotak Mahindra,IMPERSONATION,11,Canara Bank,11,28,1,15
CMP02337,Mumbai,153129.88,2,HDFC Bank,LOAN_FRAUD,2,Indian Bank,21,44,0,13
CMP02338,Pune,43021.18,1,Axis Bank,OTP_SCAM,1,PNB,20,70,0,12
CMP02339,Lucknow,91918.75,2,Axis Bank,IMPERSONATION,9,SBI,15,11,2,14
CMP02340,Mumbai,22945.73,1,Axis Bank,OTP_SCAM,4,Indian Bank,1,13,0,12
CMP02341,Delhi,41108.43,1,ICICI Bank,IMPERSONATION,9,SBI,9,60,3,0
CMP02342,Pune,389790.66,3,Kotak Mahindra,IMPERSONATION,2,Bank of Baroda,14,49,1,11
CMP02343,Jaipur,145476.29,2,Kotak Mahindra,OTP_SCAM,12,Bank of Baroda,5,13,3,13
CMP02344,Pune,32972.11,1,Axis Bank,OTP_SCAM,9,SBI,1,29,6,13
CMP02345,Ahmedabad,14367.53,1,Axis Bank,TECH_SUPPORT_SCAM,7,Indian Bank,19,11,3,14
CMP02346,Ahmedabad,775454.51,4,Axis Bank,OTP_SCAM,1,Indian Bank,15,2,1,13
CMP02347,Pune,44535.05,1,HDFC Bank,JOB_FRAUD,9,SBI,17,13,1,13
CMP02348,Jaipur,48429.02,1,HDFC Bank,IMPERSONATION,5,Bank of Baroda,7,9,4,15
CMP02349,Kolkata,26937.74,1,Kotak Mahindra,TECH_SUPPORT_SCAM,3,SBI,23,4,4,14
CMP02350,Hyderabad,189208.47,2,Yes Bank,TECH_SUPPORT_SCAM,3,SBI,7,26,6,17
CMP02351,Lucknow,145816.75,2,Axis Bank,INVESTMENT_SCAM,11,PNB,0,53,2,15
CMP02352,Hyderabad,40859.53,1,Axis Bank,JOB_FRAUD,7,Canara Bank,22,45,0,18
CMP02353,Delhi,13471.22,1,HDFC Bank,LOAN_FRAUD,9,PNB,10,48,4,18
CMP02354,Patna,40334.68,1,Yes Bank,JOB_FRAUD,4,SBI,19,59,0,16
CMP02355,Surat,30012.68,1,HDFC Bank,JOB_FRAUD,1,PNB,1,39,0,13
CMP02356,Bengaluru,19274.36,1,HDFC Bank,OTP_SCAM,5,Bank of Baroda,20,72,4,12
CMP02357,Lucknow,43309.13,1,Axis Bank,IMPERSONATION,9,SBI,14,60,6,14
CMP02358,Hyderabad,724844.06,4,ICICI Bank,IMPERSONATION,6,Canara Bank,22,59,5,14
CMP02359,Chennai,33205.76,1,HDFC Bank,JOB_FRAUD,4,PNB,13,58,2,15
CMP02360,Bengaluru,45876.2,1,HDFC Bank,LOAN_FRAUD,5,SBI,1,39,5,14
CMP02361,Mumbai,44257.83,1,Yes Bank,INVESTMENT_SCAM,6,SBI,9,21,3,17
CMP02362,Jaipur,29364.67,1,Kotak Mahindra,LOAN_FRAUD,2,SBI,18,61,3,13
CMP02363,Pune,30469.44,1,Axis Bank,LOAN_FRAUD,6,Bank of Baroda,14,20,1,6
CMP02364,Lucknow,18128.7,1,Axis Bank,LOAN_FRAUD,11,Canara Bank,0,65,2,12
CMP02365,Surat,33605.31,1,Kotak Mahindra,TECH_SUPPORT_SCAM,7,SBI,19,24,6,13
CMP02366,Chennai,121453.67,2,Yes Bank,KYC_UPDATE,7,PNB,19,57,3,14
CMP02367,Jaipur,43016.58,1,HDFC Bank,TECH_SUPPORT_SCAM,10,PNB,4,49,1,14
CMP02368,Mumbai,198253.4,2,HDFC Bank,JOB_FRAUD,8,SBI,3,17,4,18
CMP02369,Ahmedabad,19273.13,1,Yes Bank,OTP_SCAM,5,PNB,21,31,0,6
CMP02370,Hyderabad,172159.3,2,Axis Bank,INVESTMENT_SCAM,1,Bank of Baroda,0,49,4,8
CMP02371,Pune,15220.59,1,HDFC Bank,INVESTMENT_SCAM,10,Bank of Baroda,10,57,4,10
CMP02372,Patna,19697.6,1,Axis Bank,LOTTERY_FRAUD,3,SBI,22,7,0,8
CMP02373,Lucknow,41194.9,1,Yes Bank,LOAN_FRAUD,5,Canara Bank,10,32,0,16
CMP02374,Hyderabad,923611.42,4,ICICI Bank,OTP_SCAM,6,Canara Bank,16,1,2,13
CMP02375,Kolkata,44385.59,1,Axis Bank,LOAN_FRAUD,1,Canara Bank,13,71,4,13
CMP02376,Pune,192643.31,2,ICICI Bank,OTP_SCAM,4,SBI,5,16,1,15
CMP02377,Mumbai,26588.23,1,Yes Bank,OTP_SCAM,9,Canara Bank,6,17,4,18
CMP02378,Kolkata,154950.17,2,Yes Bank,JOB_FRAUD,4,Bank of Baroda,8,21,6,16
CMP02379,Patna,22388.38,1,HDFC Bank,LOTTERY_FRAUD,11,Bank of Baroda,3,55,0,17
CMP02380,Jaipur,11653.1,1,HDFC Bank,OTP_SCAM,6,SBI,16,63,2,12
CMP02381,Kolkata,123364.76,2,ICICI Bank,OTP_SCAM,2,SBI,9,47,2,13
CMP02382,Pune,15264.32,1,HDFC Bank,LOTTERY_FRAUD,5,SBI,14,41,5,3
CMP02383,Kolkata,16832.41,1,Kotak Mahindra,TECH_SUPPORT_SCAM,8,Indian Bank,1,30,6,1
CMP02384,Lucknow,47554.05,1,Axis Bank,JOB_FRAUD,12,Canara Bank,6,26,0,16
CMP02385,Chennai,35770.57,1,Yes Bank,LOTTERY_FRAUD,7,PNB,13,7,6,12
CMP02386,Patna,13019.09,1,ICICI Bank,JOB_FRAUD,3,PNB,23,69,2,18
CMP02387,Mumbai,27291.42,1,Axis Bank,OTP_SCAM,12,SBI,19,62,5,16
CMP02388,Mumbai,32494.04,1,Yes Bank,TECH_SUPPORT_SCAM,1,PNB,17,46,1,14
CMP02389,Delhi,163092.63,2,Axis Bank,JOB_FRAUD,11,Indian Bank,18,44,4,18
CMP02390,Bengaluru,170310.84,2,HDFC Bank,TECH_SUPPORT_SCAM,7,SBI,20,57,0,15
CMP02391,Bengaluru,199237.85,2,Kotak Mahindra,JOB_FRAUD,12,Canara Bank,9,24,2,16
CMP02392,Kolkata,127569.72,2,Kotak Mahindra,IMPERSONATION,6,PNB,17,31,5,15
CMP02393,Chennai,40059.85,1,Kotak Mahindra,JOB_FRAUD,8,Bank of Baroda,9,25,5,13
CMP02394,Patna,48979.45,1,Kotak Mahindra,LOAN_FRAUD,8,Indian Bank,12,47,3,13
CMP02395,Lucknow,237500.2,3,HDFC Bank,INVESTMENT_SCAM,10,PNB,7,35,4,17
CMP02396,Hyderabad,701187.37,4,Kotak Mahindra,LOTTERY_FRAUD,7,Indian Bank,23,7,4,13
CMP02397,Surat,15097.79,1,Axis Bank,IMPERSONATION,4,Bank of Baroda,5,52,3,4
CMP02398,Bengaluru,376659.01,3,Axis Bank,LOTTERY_FRAUD,3,Indian Bank,19,30,0,8
CMP02399,Mumbai,47768.91,1,Axis Bank,OTP_SCAM,8,PNB,3,59,1,12
CMP02400,Mumbai,48786.34,1,Axis Bank,LOAN_FRAUD,6,Bank of Baroda,0,2,5,13
CMP02401,Chennai,418317.9,3,Axis Bank,INVESTMENT_SCAM,9,Indian Bank,9,21,1,17
CMP02402,Patna,29066.65,1,Kotak Mahindra,TECH_SUPPORT_SCAM,12,Bank of Baroda,2,46,1,0
CMP02403,Kolkata,39143.76,1,Kotak Mahindra,LOTTERY_FRAUD,12,PNB,7,52,2,13
CMP02404,Patna,48855.59,1,Yes Bank,LOTTERY_FRAUD,10,SBI,1,56,2,13
CMP02405,Pune,29555.62,1,Axis Bank,KYC_UPDATE,3,Canara Bank,23,42,2,14
CMP02406,Pune,139803.65,2,ICICI Bank,LOTTERY_FRAUD,7,SBI,23,8,5,12
CMP02407,Patna,110036.83,2,ICICI Bank,INVESTMENT_SCAM,4,Canara Bank,0,36,2,18
CMP02408,Surat,37756.53,1,Axis Bank,LOTTERY_FRAUD,9,PNB,10,59,1,13
CMP02409,Chennai,19942.08,1,HDFC Bank,INVESTMENT_SCAM,4,Bank of Baroda,21,27,0,18
CMP02410,Mumbai,190010.7,2,ICICI Bank,LOAN_FRAUD,5,PNB,0,69,2,13
CMP02411,Chennai,12904.92,1,ICICI Bank,OTP_SCAM,1,Canara Bank,1,17,1,10
CMP02412,Delhi,459412.95,3,Kotak Mahindra,KYC_UPDATE,6,SBI,15,7,6,15
CMP02413,Kolkata,12848.26,1,ICICI Bank,LOAN_FRAUD,6,Canara Bank,18,21,2,2
CMP02414,Bengaluru,816555.81,4,ICICI Bank,LOTTERY_FRAUD,1,Indian Bank,2,12,6,13
CMP02415,Bengaluru,945280.48,4,ICICI Bank,OTP_SCAM,10,Canara Bank,2,61,0,13
CMP02416,Jaipur,76051.65,2,HDFC Bank,TECH_SUPPORT_SCAM,7,Bank of Baroda,16,17,2,15
CMP02417,Surat,180891.24,2,Kotak Mahindra,KYC_UPDATE,2,PNB,21,47,5,15
CMP02418,Delhi,21566.47,1,Kotak Mahindra,OTP_SCAM,2,Bank of Baroda,1,41,4,13
CMP02419,Patna,37433.54,1,Kotak Mahindra,IMPERSONATION,2,Bank of Baroda,22,55,0,16
CMP02420,Surat,46658.43,1,Yes Bank,OTP_SCAM,2,SBI,13,13,6,12
CMP02421,Lucknow,33755.87,1,Yes Bank,JOB_FRAUD,9,Indian Bank,1,36,6,12
CMP02422,Ahmedabad,48675.42,1,ICICI Bank,KYC_UPDATE,9,Indian Bank,15,69,5,17
CMP02423,Patna,33648.48,1,HDFC Bank,IMPERSONATION,11,Canara Bank,10,52,6,14
CMP02424,Kolkata,16243.3,1,Yes Bank,JOB_FRAUD,1,SBI,15,21,6,13
CMP02425,Jaipur,26799.0,1,ICICI Bank,LOAN_FRAUD,8,PNB,0,60,4,0
CMP02426,Delhi,616343.09,4,Kotak Mahindra,INVESTMENT_SCAM,8,Indian Bank,19,48,0,15
CMP02427,Ahmedabad,20537.42,1,Kotak Mahindra,INVESTMENT_SCAM,5,SBI,1,56,3,17
CMP02428,Bengaluru,183982.31,2,HDFC Bank,JOB_FRAUD,6,Indian Bank,2,55,2,18
CMP02429,Ahmedabad,271523.86,3,ICICI Bank,TECH_SUPPORT_SCAM,4,Canara Bank,1,57,1,15
CMP02430,Kolkata,40336.87,1,Axis Bank,OTP_SCAM,6,Indian Bank,6,31,6,13
CMP02431,Delhi,32288.38,1,ICICI Bank,INVESTMENT_SCAM,7,SBI,3,21,6,15
CMP02432,Pune,36591.45,1,ICICI Bank,JOB_FRAUD,2,SBI,4,48,6,16
CMP02433,Bengaluru,39775.03,1,Axis Bank,OTP_SCAM,1,Indian Bank,1,71,6,13
CMP02434,Chennai,25100.26,1,Yes Bank,JOB_FRAUD,8,Indian Bank,12,28,0,16
CMP02435,Pune,21641.99,1,HDFC Bank,INVESTMENT_SCAM,1,SBI,10,21,4,18
CMP02436,Surat,653114.84,4,Axis Bank,JOB_FRAUD,8,SBI,20,53,2,13
CMP02437,Kolkata,103883.94,2,Yes Bank,IMPERSONATION,8,Indian Bank,16,49,1,14
CMP02438,Pune,19992.47,1,Kotak Mahindra,TECH_SUPPORT_SCAM,1,SBI,4,29,2,18
CMP02439,Mumbai,127798.56,2,ICICI Bank,JOB_FRAUD,2,Canara Bank,23,6,6,13
CMP02440,Bengaluru,38385.52,1,HDFC Bank,OTP_SCAM,7,Bank of Baroda,3,24,1,13
CMP02441,Jaipur,41986.3,1,Yes Bank,LOAN_FRAUD,10,SBI,13,11,2,13
CMP02442,Hyderabad,41969.79,1,Axis Bank,LOAN_FRAUD,1,PNB,8,72,1,12
CMP02443,Surat,13072.38,1,HDFC Bank,INVESTMENT_SCAM,8,PNB,11,6,1,3
CMP02444,Surat,33486.42,1,ICICI Bank,OTP_SCAM,11,Bank of Baroda,3,34,6,12
CMP02445,Ahmedabad,41300.46,1,HDFC Bank,OTP_SCAM,5,SBI,2,65,4,3
CMP02446,Patna,47920.56,1,Yes Bank,KYC_UPDATE,12,PNB,21,19,2,13
CMP02447,Hyderabad,21236.15,1,HDFC Bank,INVESTMENT_SCAM,4,SBI,6,9,4,17
CMP02448,Delhi,73485.86,2,Axis Bank,LOAN_FRAUD,12,SBI,20,15,3,0
CMP02449,Hyderabad,10054.54,1,Kotak Mahindra,LOAN_FRAUD,9,SBI,23,36,6,13
CMP02450,Hyderabad,10871.24,1,Yes Bank,KYC_UPDATE,9,Bank of Baroda,3,34,6,12
CMP02451,Bengaluru,36455.69,1,Kotak Mahindra,LOAN_FRAUD,3,PNB,15,35,6,8
CMP02452,Chennai,35095.5,1,ICICI Bank,OTP_SCAM,5,Bank of Baroda,19,68,3,12
CMP02453,Surat,691896.5,4,ICICI Bank,KYC_UPDATE,12,Bank of Baroda,2,24,6,15
CMP02454,Ahmedabad,42362.59,1,HDFC Bank,OTP_SCAM,3,PNB,11,30,0,17
CMP02455,Bengaluru,43460.64,1,Kotak Mahindra,OTP_SCAM,4,Bank of Baroda,2,4,4,16
CMP02456,Ahmedabad,11498.07,1,HDFC Bank,LOAN_FRAUD,6,PNB,9,3,0,13
CMP02457,Patna,145422.45,2,Axis Bank,JOB_FRAUD,7,Indian Bank,16,35,4,18
CMP02458,Pune,12142.29,1,ICICI Bank,OTP_SCAM,2,Bank of Baroda,14,60,0,14
CMP02459,Chennai,676414.66,4,Kotak Mahindra,JOB_FRAUD,10,Canara Bank,6,5,3,18
CMP02460,Mumbai,422425.6,3,Yes Bank,JOB_FRAUD,1,Bank of Baroda,0,22,0,16
CMP02461,Bengaluru,19294.48,1,Yes Bank,TECH_SUPPORT_SCAM,8,Bank of Baroda,21,67,2,14
CMP02462,Bengaluru,584035.94,4,ICICI Bank,TECH_SUPPORT_SCAM,10,PNB,21,4,6,15
CMP02463,Delhi,137849.99,2,HDFC Bank,INVESTMENT_SCAM,10,Canara Bank,5,50,5,15
CMP02464,Surat,118454.3,2,HDFC Bank,IMPERSONATION,8,Indian Bank,3,59,1,9
CMP02465,Surat,38910.98,1,ICICI Bank,IMPERSONATION,9,Canara Bank,6,72,6,12
CMP02466,Pune,148827.96,2,ICICI Bank,TECH_SUPPORT_SCAM,3,Indian Bank,12,71,3,18
CMP02467,Hyderabad,122240.76,2,Yes Bank,INVESTMENT_SCAM,2,PNB,19,50,3,13
CMP02468,Bengaluru,44908.54,1,Axis Bank,OTP_SCAM,11,Indian Bank,10,60,4,16
CMP02469,Kolkata,138117.19,2,Axis Bank,IMPERSONATION,7,SBI,19,25,2,12
CMP02470,Ahmedabad,117179.06,2,ICICI Bank,LOAN_FRAUD,9,Indian Bank,3,38,5,10
CMP02471,Jaipur,87580.61,2,HDFC Bank,TECH_SUPPORT_SCAM,10,PNB,4,61,5,3
CMP02472,Ahmedabad,34173.47,1,Yes Bank,IMPERSONATION,6,PNB,20,8,2,14
CMP02473,Delhi,162476.89,2,HDFC Bank,OTP_SCAM,2,SBI,2,42,3,12
CMP02474,Lucknow,127140.5,2,Axis Bank,INVESTMENT_SCAM,12,Canara Bank,4,12,6,18
CMP02475,Lucknow,164624.3,2,Axis Bank,INVESTMENT_SCAM,10,Bank of Baroda,21,72,6,18
CMP02476,Mumbai,14994.76,1,HDFC Bank,INVESTMENT_SCAM,11,Canara Bank,21,60,5,15
CMP02477,Surat,49513.03,1,Kotak Mahindra,TECH_SUPPORT_SCAM,10,SBI,16,71,1,0
CMP02478,Chennai,857557.91,4,HDFC Bank,IMPERSONATION,12,Indian Bank,3,62,3,7
CMP02479,Kolkata,153541.69,2,ICICI Bank,OTP_SCAM,5,Bank of Baroda,13,31,3,13
CMP02480,Jaipur,72101.29,2,Kotak Mahindra,IMPERSONATION,1,Canara Bank,18,9,5,14
CMP02481,Kolkata,170756.49,2,Yes Bank,TECH_SUPPORT_SCAM,11,PNB,3,23,3,7
CMP02482,Patna,43826.38,1,Axis Bank,JOB_FRAUD,10,Indian Bank,5,24,2,13
CMP02483,Hyderabad,87246.89,2,Axis Bank,LOAN_FRAUD,5,Indian Bank,23,55,6,17
CMP02484,Lucknow,48843.73,1,HDFC Bank,IMPERSONATION,2,SBI,7,6,3,16
CMP02485,Bengaluru,23357.75,1,Yes Bank,OTP_SCAM,8,Bank of Baroda,22,45,4,16
CMP02486,Surat,34389.99,1,ICICI Bank,IMPERSONATION,9,Bank of Baroda,5,46,4,14
CMP02487,Ahmedabad,17143.1,1,ICICI Bank,LOAN_FRAUD,3,Bank of Baroda,23,51,3,6
CMP02488,Chennai,41852.16,1,Axis Bank,LOTTERY_FRAUD,5,Indian Bank,5,41,2,13
CMP02489,Chennai,103850.45,2,Kotak Mahindra,JOB_FRAUD,4,Indian Bank,15,41,6,13
CMP02490,Surat,12575.62,1,Kotak Mahindra,LOAN_FRAUD,11,Canara Bank,21,28,3,14
CMP02491,Chennai,514355.9,4,Yes Bank,OTP_SCAM,3,Bank of Baroda,20,60,6,12
CMP02492,Lucknow,41859.31,1,Axis Bank,TECH_SUPPORT_SCAM,4,PNB,17,6,2,15
CMP02493,Patna,30451.05,1,ICICI Bank,LOTTERY_FRAUD,11,Canara Bank,7,22,6,12
CMP02494,Kolkata,24125.68,1,Kotak Mahindra,KYC_UPDATE,12,PNB,9,70,2,14
CMP02495,Delhi,132561.98,2,HDFC Bank,LOTTERY_FRAUD,8,Indian Bank,4,70,3,13
CMP02496,Pune,164304.87,2,ICICI Bank,IMPERSONATION,10,Bank of Baroda,6,51,2,10
CMP02497,Bengaluru,908001.48,4,HDFC Bank,TECH_SUPPORT_SCAM,1,SBI,1,66,0,14
CMP02498,Kolkata,51929.74,2,Kotak Mahindra,LOTTERY_FRAUD,4,PNB,13,2,3,10
CMP02499,Kolkata,78560.1,2,Yes Bank,OTP_SCAM,1,PNB,8,19,6,12
CMP02500,Chennai,71231.87,2,Yes Bank,TECH_SUPPORT_SCAM,7,SBI,17,4,6,18
CMP02501,Mumbai,32326.07,1,Kotak Mahindra,INVESTMENT_SCAM,10,Bank of Baroda,23,40,0,18
CMP02502,Hyderabad,27435.76,1,Axis Bank,TECH_SUPPORT_SCAM,1,SBI,8,60,0,14
CMP02503,Surat,39154.73,1,Axis Bank,LOAN_FRAUD,1,Indian Bank,3,63,3,13
CMP02504,Lucknow,14760.61,1,HDFC Bank,LOTTERY_FRAUD,3,Indian Bank,0,41,6,13
CMP02505,Mumbai,156252.24,2,ICICI Bank,IMPERSONATION,6,SBI,11,21,5,14
CMP02506,Bengaluru,718337.31,4,Yes Bank,OTP_SCAM,4,Indian Bank,20,39,1,13
CMP02507,Jaipur,151454.33,2,Kotak Mahindra,LOAN_FRAUD,6,PNB,19,47,0,2
CMP02508,Bengaluru,27416.08,1,ICICI Bank,KYC_UPDATE,6,Canara Bank,5,60,3,17
CMP02509,Ahmedabad,421088.3,3,HDFC Bank,LOTTERY_FRAUD,2,PNB,18,3,1,12
CMP02510,Mumbai,177431.85,2,Yes Bank,JOB_FRAUD,2,Bank of Baroda,9,17,1,18
CMP02511,Surat,56779.34,2,Axis Bank,TECH_SUPPORT_SCAM,10,Canara Bank,23,46,4,18
CMP02512,Patna,167788.17,2,Yes Bank,JOB_FRAUD,2,SBI,18,71,1,16
CMP02513,Ahmedabad,44719.28,1,ICICI Bank,JOB_FRAUD,5,Bank of Baroda,3,12,3,13
CMP02514,Delhi,334309.39,3,HDFC Bank,JOB_FRAUD,11,Canara Bank,3,27,1,13
CMP02515,Delhi,37230.35,1,Yes Bank,OTP_SCAM,5,PNB,2,17,5,16
CMP02516,Pune,792378.86,4,Kotak Mahindra,OTP_SCAM,7,Canara Bank,23,32,5,15
CMP02517,Jaipur,11945.54,1,HDFC Bank,LOTTERY_FRAUD,12,Canara Bank,7,28,4,13
CMP02518,Lucknow,30501.18,1,Axis Bank,LOTTERY_FRAUD,10,Indian Bank,3,70,6,7
CMP02519,Ahmedabad,654778.31,4,ICICI Bank,JOB_FRAUD,12,SBI,20,1,3,13
CMP02520,Hyderabad,727558.07,4,Axis Bank,LOAN_FRAUD,11,Bank of Baroda,9,36,0,1
CMP02521,Ahmedabad,25424.06,1,Yes Bank,JOB_FRAUD,12,PNB,10,37,5,16
CMP02522,Surat,23635.3,1,Kotak Mahindra,KYC_UPDATE,12,SBI,20,66,1,16
CMP02523,Pune,155606.42,2,Yes Bank,TECH_SUPPORT_SCAM,8,SBI,18,55,2,18
CMP02524,Pune,169605.23,2,Kotak Mahindra,INVESTMENT_SCAM,7,Canara Bank,2,49,3,18
CMP02525,Jaipur,64679.25,2,ICICI Bank,OTP_SCAM,8,SBI,21,60,3,3
CMP02526,Bengaluru,18716.48,1,HDFC Bank,INVESTMENT_SCAM,8,SBI,18,21,1,17
CMP02527,Delhi,34160.59,1,ICICI Bank,LOAN_FRAUD,7,PNB,4,71,2,12
CMP02528,Mumbai,28344.03,1,ICICI Bank,INVESTMENT_SCAM,6,Bank of Baroda,10,43,6,17
CMP02529,Hyderabad,15118.36,1,Yes Bank,LOTTERY_FRAUD,4,SBI,8,62,3,12
CMP02530,Patna,37794.43,1,ICICI Bank,OTP_SCAM,6,Canara Bank,1,20,0,12
CMP02531,Mumbai,47333.91,1,ICICI Bank,LOAN_FRAUD,5,Bank of Baroda,11,36,6,13
CMP02532,Mumbai,677652.35,4,Yes Bank,LOTTERY_FRAUD,4,Indian Bank,20,19,3,13
CMP02533,Delhi,335087.95,3,Kotak Mahindra,TECH_SUPPORT_SCAM,2,Bank of Baroda,4,70,5,14
CMP02534,Ahmedabad,24108.05,1,Axis Bank,TECH_SUPPORT_SCAM,7,Canara Bank,21,1,2,18
CMP02535,Delhi,114305.59,2,ICICI Bank,TECH_SUPPORT_SCAM,4,Bank of Baroda,15,64,3,9
CMP02536,Chennai,78752.93,2,ICICI Bank,INVESTMENT_SCAM,7,Bank of Baroda,23,8,2,15
CMP02537,Lucknow,38834.91,1,ICICI Bank,OTP_SCAM,7,PNB,4,55,4,16
CMP02538,Delhi,741227.67,4,Yes Bank,LOTTERY_FRAUD,6,Bank of Baroda,12,14,3,1
CMP02539,Pune,23630.41,1,Kotak Mahindra,IMPERSONATION,12,SBI,3,23,0,6
CMP02540,Hyderabad,29024.93,1,Yes Bank,LOAN_FRAUD,8,SBI,5,15,3,12
CMP02541,Pune,175861.94,2,ICICI Bank,INVESTMENT_SCAM,12,Indian Bank,23,21,4,4
CMP02542,Delhi,16384.62,1,Axis Bank,KYC_UPDATE,1,PNB,13,6,6,17
CMP02543,Lucknow,77274.66,2,ICICI Bank,LOTTERY_FRAUD,8,Bank of Baroda,1,41,2,12
CMP02544,Kolkata,16029.04,1,Yes Bank,JOB_FRAUD,1,PNB,22,67,6,13
CMP02545,Kolkata,21645.45,1,Kotak Mahindra,KYC_UPDATE,9,Indian Bank,13,54,2,15
CMP02546,Jaipur,37704.42,1,Kotak Mahindra,LOAN_FRAUD,10,SBI,0,55,6,14
CMP02547,Surat,18700.76,1,Axis Bank,LOTTERY_FRAUD,3,Canara Bank,17,60,5,12
CMP02548,Jaipur,29142.05,1,HDFC Bank,OTP_SCAM,5,Indian Bank,14,7,3,16
CMP02549,Lucknow,41822.62,1,Axis Bank,LOTTERY_FRAUD,7,PNB,4,66,6,12
CMP02550,Surat,10052.39,1,Kotak Mahindra,KYC_UPDATE,2,Canara Bank,6,64,0,15
CMP02551,Ahmedabad,18050.59,1,Kotak Mahindra,TECH_SUPPORT_SCAM,9,Indian Bank,22,52,3,18
CMP02552,Kolkata,14928.43,1,Kotak Mahindra,KYC_UPDATE,9,Indian Bank,5,34,1,15
CMP02553,Pune,62711.12,2,Axis Bank,TECH_SUPPORT_SCAM,7,SBI,19,11,4,18
CMP02554,Delhi,166916.67,2,HDFC Bank,JOB_FRAUD,1,Bank of Baroda,21,52,3,3
CMP02555,Kolkata,158679.67,2,HDFC Bank,TECH_SUPPORT_SCAM,8,Bank of Baroda,1,61,6,18
CMP02556,Ahmedabad,139565.39,2,Yes Bank,INVESTMENT_SCAM,6,Indian Bank,14,20,5,13
CMP02557,Pune,47054.92,1,HDFC Bank,KYC_UPDATE,2,Canara Bank,18,1,0,14
CMP02558,Lucknow,24888.96,1,Axis Bank,JOB_FRAUD,12,SBI,4,45,5,16
CMP02559,Surat,49590.29,1,Yes Bank,INVESTMENT_SCAM,1,PNB,5,61,2,15
CMP02560,Pune,33965.84,1,Kotak Mahindra,LOAN_FRAUD,11,Canara Bank,10,58,5,12
CMP02561,Ahmedabad,58423.45,2,Yes Bank,LOTTERY_FRAUD,11,Canara Bank,2,52,2,13
CMP02562,Hyderabad,996292.39,4,HDFC Bank,JOB_FRAUD,2,Canara Bank,7,59,6,7
CMP02563,Ahmedabad,106898.07,2,Kotak Mahindra,JOB_FRAUD,11,Indian Bank,3,49,6,16
CMP02564,Bengaluru,36291.97,1,Kotak Mahindra,TECH_SUPPORT_SCAM,8,SBI,11,67,2,18
CMP02565,Hyderabad,18457.56,1,Yes Bank,LOAN_FRAUD,1,Indian Bank,10,65,3,1
CMP02566,Jaipur,34688.11,1,Axis Bank,TECH_SUPPORT_SCAM,6,Canara Bank,17,56,1,18
CMP02567,Kolkata,14662.4,1,Kotak Mahindra,TECH_SUPPORT_SCAM,2,Indian Bank,22,8,5,14
CMP02568,Ahmedabad,49818.63,1,Kotak Mahindra,LOAN_FRAUD,10,Indian Bank,10,29,6,12
CMP02569,Mumbai,118093.97,2,Yes Bank,IMPERSONATION,1,PNB,22,26,5,0
CMP02570,Kolkata,34647.99,1,ICICI Bank,OTP_SCAM,5,Bank of Baroda,15,18,0,13
CMP02571,Patna,157739.25,2,Yes Bank,LOTTERY_FRAUD,9,Bank of Baroda,4,9,6,9
CMP02572,Pune,27874.26,1,Axis Bank,JOB_FRAUD,12,Indian Bank,12,1,2,18
CMP02573,Jaipur,41776.07,1,Yes Bank,KYC_UPDATE,11,Canara Bank,5,11,2,15
CMP02574,Bengaluru,15762.27,1,Yes Bank,JOB_FRAUD,5,SBI,5,55,3,13
CMP02575,Patna,464514.3,3,Yes Bank,JOB_FRAUD,8,Indian Bank,8,43,4,16
CMP02576,Chennai,940963.5,4,Axis Bank,KYC_UPDATE,2,SBI,4,28,3,0
CMP02577,Patna,36539.53,1,Kotak Mahindra,TECH_SUPPORT_SCAM,12,PNB,2,27,2,15
CMP02578,Kolkata,121777.55,2,Axis Bank,KYC_UPDATE,5,Indian Bank,7,55,5,11
CMP02579,Mumbai,26082.52,1,HDFC Bank,IMPERSONATION,7,Canara Bank,22,17,5,1
CMP02580,Delhi,11210.24,1,Kotak Mahindra,JOB_FRAUD,10,Canara Bank,10,30,0,18
CMP02581,Pune,43479.87,1,Axis Bank,JOB_FRAUD,4,PNB,21,23,6,15
CMP02582,Lucknow,44888.19,1,Kotak Mahindra,KYC_UPDATE,5,PNB,11,54,1,3
CMP02583,Pune,123731.41,2,HDFC Bank,LOTTERY_FRAUD,9,PNB,5,72,3,12
CMP02584,Mumbai,126598.56,2,Axis Bank,IMPERSONATION,6,Canara Bank,16,52,3,15
CMP02585,Mumbai,132646.3,2,Yes Bank,LOAN_FRAUD,3,SBI,16,23,2,12
CMP02586,Patna,33573.28,1,HDFC Bank,IMPERSONATION,10,Canara Bank,22,68,6,16
CMP02587,Surat,99250.78,2,Yes Bank,LOTTERY_FRAUD,8,Canara Bank,1,32,0,13
CMP02588,Mumbai,10670.82,1,ICICI Bank,JOB_FRAUD,12,PNB,13,49,4,16
CMP02589,Surat,47789.64,1,Kotak Mahindra,JOB_FRAUD,7,Indian Bank,22,44,1,13
CMP02590,Delhi,46510.74,1,ICICI Bank,IMPERSONATION,1,PNB,14,72,1,14
